brand,name,price,concentration,gender,scents,base_note,middle_note,Gender_encoded,scent_strength,price_normalized,notes_diversity,base_note_0,base_note_1,base_note_2,base_note_3,base_note_4,base_note_5,base_note_6,base_note_7,base_note_8,base_note_9,base_note_10,base_note_11,middle_note_0,middle_note_1,middle_note_2,middle_note_3,middle_note_4,middle_note_5,middle_note_6,middle_note_7,middle_note_8,middle_note_9,middle_note_10,middle_note_11
ADOLFO DOMINGUEZ,Vetiver Hombre,110.25,EDT,Men,Floral,"Amber, Cedar, Leather, Vetiver, Patchouli and Roots","Jasmine, Lily and Clove",1,1,0.11662034463590884,9,Amber,Cedar,Leather,Vetiver,Patchouli,Roots,,,,,,,Jasmine,Lily,Clove,,,,,,,,,
Fendi,Furiosa,184.5,EDP,Women,Floral,"Incense, Gaïac Wood and Amber","Jasmine Absolute, Violaciocca Flower and Gardenia",0,2,0.1991662034463591,6,Incense,Gaïac Wood,Amber,,,,,,,,,,Jasmine Absolute,Violaciocca Flower,Gardenia,,,,,,,,,
jennifer lopez,Live,99.35,EDP,Women,Fruity,"Caramel, Sandalwood, Tonka Beans, Vanilla","Peony, Red Currant Blossom, Violet",0,2,0.10450250138966093,8,Caramel,Salwood,Sandalwood,Tonka Beans,Vanilla,,,,,,,,Peony,Red Currant Blossom,Violet,,,,,,,,,
Lattafa,Velvet Oud,56.75,EDP,Unisex,Floral,"Sandalwood, Tonka Bean, Amber, Patchouli, Musk, Oakmoss, Cedar And Tobacco.","Pine Tree, Honey, Orris Root, Jasmine, Caraway, Petitgrain, Lily-Of-The-Valley, Rose, Brazilian Rosewood And Incense",2,2,0.05714285714285714,17,Salwood,Sandalwood,Tonka Bean,Amber,Patchouli,Musk,Oakmoss,Cedar  Tobacco.,,,,,Pine Tree,Honey,Orris Root,Jasmine,Caraway,Petitgrain,Lily-Of-The-Valley,Rose,Brazilian Rosewood  Incense,,,
Guerlain,Habit Rouge,218.45,EDP,Men,Woody,"Labdanum, Leather, Amber, Benzoin, Oakmoss and Vanilla","Carnation, Sandalwood, Patchouli, Cinnamon, Jasmine, Cedar and Rose",1,2,0.23690939410783768,14,Labdanum,Leather,Amber,Benzoin,Oakmoss,Vanilla,,,,,,,Carnation,Salwood,Sandalwood,Patchouli,Cinnamon,Jasmine,Cedar,Rose,,,,
AVON,Rare Pearls,70.5,EDP,Women,Floral,"Pearl Musk, Sandalwood, And Patchouli","Plum, Honey, Pepper, Pearlescent Flower Accord (magnolia And Broom Flower)",0,2,0.07242912729294053,8,Pearl Musk,Salwood,Sandalwood,Patchouli,,,,,,,,,Plum,Honey,Pepper,Pearlescent Flower Accord (magnolia  Broom Flower),,,,,,,,
ROCHAS,Secret De Rochas,67.0,EDP,Women,Fruity,"Oakmoss, Sandalwood, Civet, Cedarwood, Musk, Orris, Tonka Bean","Osmanthus, Jasmine",0,2,0.06853807670928293,10,Oakmoss,Salwood,Sandalwood,Civet,Cedarwood,Musk,Orris,Tonka Bean,,,,,Osmanthus,Jasmine,,,,,,,,,,
jennifer lopez,Live Luxe,95.0,EDP,Women,Fresh,"diamond musk, soft musk","muguet petals, exotic amethyst freesia",0,2,0.09966648137854364,4,diamond musk,soft musk,,,,,,,,,,,muguet petals,exotic amethyst freesia,,,,,,,,,,
Guerlain,Mon Florale,319.0,EDP,Women,Floral,"Vanilla, Iris, Sandalwood","Floral Notes, Peony, Jasmine Sambac, Ylang-Ylang, Neroli, Peach, Lily-Of-The-Valley",0,2,0.3486937187326292,11,Vanilla,Iris,Salwood,Sandalwood,,,,,,,,,Floral Notes,Peony,Jasmine Sambac,Ylang-Ylang,Neroli,Peach,Lily-Of-The-Valley,,,,,
GUCCI,Guilty Intense,224.0,EDT,Men,Floral,"Patchouli, Virginia Cedar, Amber","African Orange Flower, Neroli",1,1,0.24307948860478043,5,Patchouli,Virginia Cedar,Amber,,,,,,,,,,African Orange Flower,Neroli,,,,,,,,,,
PRADA,Milano Infusion D'iris,338.0,EDP,Women,Woody,Incense And Benzoin,"Iris, Cedar And Vetiver",0,2,0.36981656475819896,3,Incense  Benzoin,,,,,,,,,,,,Iris,Cedar  Vetiver,,,,,,,,,,
Michael Kors,kors,273.0,EDP,Women,Floral,"Musk, Cashmere Wood, Vetiver","Tuberose, Iris, Peony, Orris Root, Arum Lily",0,2,0.29755419677598666,8,Musk,Cashmere Wood,Vetiver,,,,,,,,,,Tuberose,Iris,Peony,Orris Root,Arum Lily,,,,,,,
Yves Saint Laurent,L'Homme,338.3,EDP,Men,Woody,"Cedar, Benzoin And Suede Accord",Violet Leaf And Orange Blossom,1,2,0.3701500833796553,3,Cedar,Benzoin  Suede Accord,,,,,,,,,,,Violet Leaf  Orange Blossom,,,,,,,,,,,
Ajmal,Teenz,74.85,EDP,Women,Floral,"Floral, Fruity, Musky","Fruity, Musky",0,2,0.07726514730405781,5,Floral,Fruity,Musky,,,,,,,,,,Fruity,Musky,,,,,,,,,,
TED LAPIDUS,Creation,162.0,EDT,Women,Fruity,"Amber, Musk, Sandalwood, veti","Gardenia, Jasmine, Tuberose, Daffodil, Rose, Ylang-ylang",0,1,0.17415230683713176,11,Amber,Musk,Salwood,Sandalwood,veti,,,,,,,,Gardenia,Jasmine,Tuberose,Daffodil,Rose,Ylang-ylang,,,,,,
BVLGARI,Goldea,200.0,EDP,Women,Arabian,"Musk,Amber,Patchouli,Papyrus","Ylang-Ylang, Jasmine, Musk",0,2,0.21639799888827127,7,Musk,Amber,Patchouli,Papyrus,,,,,,,,,Ylang-Ylang,Jasmine,Musk,,,,,,,,,
Revlon,Charlie Blue,34.0,EDT,Women,Woody,"A Mix Of Sandalwood, Oakmoss","Jasmine, Muguet, Rose, Ylang-Ylang",0,1,0.03185102834908282,7,A Mix Of S,Sandalwood,Oakmoss,,,,,,,,,,Jasmine,Muguet,Rose,Ylang-Ylang,,,,,,,,
AZZARO,Chrome,143.7,EDT,Men,Citrus,"Sandalwood, Tonka Bean, Musk, Oakmoss, Cedar, Brazilian Rosewood And Cardamom","Cyclamen, Coriander, Jasmine And Oakmoss",1,1,0.15380767092829348,11,Salwood,Sandalwood,Tonka Bean,Musk,Oakmoss,Cedar,Brazilian Rosewood  Cardamom,,,,,,Cyclamen,Cori,er,Jasmine  Oakmoss,,,,,,,,
Calvin Klein,CK IN2U,82.2,EDT,Men,Citrus,"Amber, Red Cader, Vanilla",Cacao Pod,1,1,0.08543635352973876,4,Amber,Red Cader,Vanilla,,,,,,,,,,Cacao Pod,,,,,,,,,,,
GUCCI,Premiere,292.95,EDP,Women,Floral,Patchouli and Sandalwood,Orange Blossom and Musk,0,2,0.3197331851028349,5,Patchouli,Salwood,Sandalwood,,,,,,,,,,Orange Blossom,Musk,,,,,,,,,,
CHANEL,Allure Homme Sport EDT For,423.0,EDP,Men,Citrus,"Tonka Bean, Atlas Cedar, Vetiver, White Musk And Pepper","Cedar,Neroli,Pepper",1,2,0.46431350750416894,7,Tonka Bean,Atlas Cedar,Vetiver,White Musk  Pepper,,,,,,,,,Cedar,Neroli,Pepper,,,,,,,,,
BVLGARI,Aqva Marine Pour Homme,163.95,EDT,Men,Citrus,"Virginia Cedar, Amber","Seaweed, Rosemary, Water Notes",1,1,0.1763201778765981,5,Virginia Cedar,Amber,,,,,,,,,,,Seaweed,Rosemary,Water Notes,,,,,,,,,
VERSACE,Dylan Blue,38.0,EDT,Men,Arabian,"Musk, Tonka Bean, Incense, Saffron","Violet Leaves, Papyrus Wood , Patchouli, Black Pepper and Ambergris",1,1,0.03629794330183435,9,Musk,Tonka Bean,Incense,Saffron,,,,,,,,,Violet Leaves,Papyrus Wood,Patchouli,Black Pepper,Ambergris,,,,,,,
GIORGIO ARMANI,Si,232.9,EDP,Women,Floral,"Patchouli, Woods, Amber, Orcanox, Vanilla","Rose de Mai, Neroli, Egyptian Jasmine, Freesia",0,2,0.2529738743746526,9,Patchouli,Woods,Amber,Orcanox,Vanilla,,,,,,,,Rose de Mai,Neroli,Egyptian Jasmine,Freesia,,,,,,,,
AIGNER,Debut Night,172.8,EDP,Women,Floral,"Cedar , Vanilla , Raspberry","Orange Blossom , Rose, Water Lily",0,2,0.1861589772095609,6,Cedar,Vanilla,Raspberry,,,,,,,,,,Orange Blossom,Rose,Water Lily,,,,,,,,,
BVLGARI,Omnia Crystalline,279.0,EDT,Women,Woody,"White Sandalwood, Benzoin From Siam And Musks","Lotus Flower, Orris Concrete And Heliotrope",0,1,0.3042245692051139,5,White S,Sandalwood,Benzoin From Siam  Musks,,,,,,,,,,Lotus Flower,Orris Concrete  Heliotrope,,,,,,,,,,
Lancome,Idôle ED,14.95,EDT,Women,Floral,"Vanilla, Amber, Musk, and Patchouli","Jasmine, Geranium, Neroli and Ylang-Ylang",0,1,0.010672595886603669,9,Vanilla,Amber,Musk,,Patchouli,,,,,,,,Jasmine,Geranium,Neroli,Ylang-Ylang,,,,,,,,
Ard Al Zaafaran,Oud Sharqia,18.4,EDP,Unisex,Arabian,Sweet Wood,Citric,2,2,0.014508060033351861,2,Sweet Wood,,,,,,,,,,,,Citric,,,,,,,,,,,
PACO RABANNE,1 Million Lucky,267.15,EDT,Men,Woody,"Oakmoss, Patchouli, Vetiver","Cashmere Wood, Cedar Wood, Hazelnut, Honey, Jasmine",1,1,0.2910505836575875,8,Oakmoss,Patchouli,Vetiver,,,,,,,,,,Cashmere Wood,Cedar Wood,Hazelnut,Honey,Jasmine,,,,,,,
VERSACE,Eros,369.7,EDT,Men,Arabian,"Cedar, Oakmoss, Vanilla, Vetiver","Ambroxan, Geranium, Tonka Beans",1,1,0.4050583657587548,7,Cedar,Oakmoss,Vanilla,Vetiver,,,,,,,,,Ambroxan,Geranium,Tonka Beans,,,,,,,,,
Calvin Klein,Reveal,169.0,EDP,Women,Floral,"Vetiver, Sandalwood, Cashmere And Musk",Powdery Iris And Ambergris,0,2,0.18193440800444693,5,Vetiver,Salwood,Sandalwood,Cashmere  Musk,,,,,,,,,Powdery Iris  Ambergris,,,,,,,,,,,
GUCCI,Bloom Nettare Di Fiori,318.8,EDP,Women,Floral,"Patchouli, Musks And Osmanthus","Tuberose,Honeysuckle,Jasmine",0,2,0.34847137298499165,5,Patchouli,Musks  Osmanthus,,,,,,,,,,,Tuberose,Honeysuckle,Jasmine,,,,,,,,,
LANVIN,Lanvin,113.0,EDT,Men,Woody,"Sandalwood, Amber, Musk, Vanilla","Pepper, Mint, Sage, Cardamom",1,1,0.11967759866592552,9,Salwood,Sandalwood,Amber,Musk,Vanilla,,,,,,,,Pepper,Mint,Sage,Cardamom,,,,,,,,
HUGO BOSS,Femme,139.35,EDP,Women,Floral,"Apricot, Amber, Lemon Tree","Lily, Jasmine, Bulgarian Rose",0,2,0.1489716509171762,6,Apricot,Amber,Lemon Tree,,,,,,,,,,Lily,Jasmine,Bulgarian Rose,,,,,,,,,
Britney Spears,Fantasy,99.0,EDP,Women,Floral,"Creamy Musk, Orris Root And Sensual Woods","Cupcake, Jasmine And White Chocolate Orchid",0,2,0.10411339633129517,4,Creamy Musk,Orris Root  Sensual Woods,,,,,,,,,,,Cupcake,Jasmine  White Chocolate Orchid,,,,,,,,,,
ELIE SAAB,Royal,239.75,EDP,Women,Floral,"Indonesian Patchouli Essence, Indian Sandalwood, Amber, Vanilla","Turkish Rose Absolute, Bulgarian Rose Absolute, Lebanese Neroli",0,2,0.2605892162312396,8,Indonesian Patchouli Essence,Indian S,Sandalwood,Amber,Vanilla,,,,,,,,Turkish Rose Absolute,Bulgarian Rose Absolute,Lebanese Neroli,,,,,,,,,
GIORGIO ARMANI,Si Fiori,323.05,EDP,Women,Floral,"Vanilla, White Musk","Neroli, Rose",0,2,0.3531962201222901,4,Vanilla,White Musk,,,,,,,,,,,Neroli,Rose,,,,,,,,,,
CAROLINA HERRERA,212 Men Nyc,163.9,EDT,Men,Woody,"Labdanum, Sandalwood, Musk, Guaiac Wood, Vetiver And Incense","Ginger, Gardenia, Violet And Sage",1,1,0.17626459143968873,9,Labdanum,Salwood,Sandalwood,Musk,Guaiac Wood,Vetiver  Incense,,,,,,,Ginger,Gardenia,Violet  Sage,,,,,,,,,
Kenzo,Jeu D'Amour L'elixir,195.45,EDP,Women,Fruity,"Caramel, Patchouli, Rum, Sandalwood, Vanilla","Jasmine, Tuberose",0,2,0.2113396331295164,8,Caramel,Patchouli,Rum,Salwood,Sandalwood,Vanilla,,,,,,,Jasmine,Tuberose,,,,,,,,,,
Calvin Klein,Euphoria Intense,99.95,EDT,Men,Spicy,"Amber, Patchouli, Agarwood, Myrrh, Labdanun","Black Basil, Sage, Cedar, Vetiver",1,1,0.10516953863257367,9,Amber,Patchouli,Agarwood,Myrrh,Labdanun,,,,,,,,Black Basil,Sage,Cedar,Vetiver,,,,,,,,
MONTBLANC,Legend Spirit,140.0,EDT,Men,Citrus,"White Musk, White Woods, Cashmere Wood, Oakmoss","Water Notes, Lavender, Cardamom",1,1,0.14969427459699833,7,White Musk,White Woods,Cashmere Wood,Oakmoss,,,,,,,,,Water Notes,Lavender,Cardamom,,,,,,,,,
Parfums De Marly,Pegasus,245.0,EDT,Men,Citrus,"Ambergris, musk","Iris, orange blossom",1,1,0.26642579210672596,4,Ambergris,musk,,,,,,,,,,,Iris,orange blossom,,,,,,,,,,
PACO RABANNE,Invictus,279.1,EDT,Men,Citrus,Guaiac Wood And Patchouli Heart,Ambregris Accord And Grapefruit Zests,1,1,0.3043357420789327,2,Guaiac Wood  Patchouli Heart,,,,,,,,,,,,Ambregris Accord  Grapefruit Zests,,,,,,,,,,,
TRUSSARDI,Uomo,143.75,EDT,Men,Floral,"Patchouli,Oak Moss,Leather","Geranium,Violet,Clary Sage",1,1,0.1538632573652029,6,Patchouli,Oak Moss,Leather,,,,,,,,,,Geranium,Violet,Clary Sage,,,,,,,,,
LOEWE,Esencia Pour Homme,177.0,EDT,Men,Woody,"Tonka Bean, Leather, Sandalwood, Fir, Amber, Patchouli, Musk, Oakmoss, Vetiver, Cedar and Styrax","Clary Sage, Nutmeg, Basil, Jasmine, Neroli, Lily-of-the-valley, Rose, Pine Tree Needles, Geranium and Black Currant",1,1,0.19082823790995,22,Tonka Bean,Leather,Salwood,Sandalwood,Fir,Amber,Patchouli,Musk,Oakmoss,Vetiver,Cedar,Styrax,Clary Sage,Nutmeg,Basil,Jasmine,Neroli,Lily-of-the-valley,Rose,Pine Tree Needles,Geranium,Black Currant,,
MONTBLANC,Explorer,187.9,EDP,Men,Woody,"Ambroxan, Akigalawood, Indonesian Patchouli Leaf, Cacao Pod","Haitian Vetiver, Leather",1,2,0.2029460811561979,6,Ambroxan,Akigalawood,Indonesian Patchouli Leaf,Cacao Pod,,,,,,,,,Haitian Vetiver,Leather,,,,,,,,,,
Fendi,Furiosa,101.85,EDP,Women,Floral,"Amber, Incense, Guaiac Wood","Jasmine, Violaciocca Flower And Gardenia",0,2,0.10728182323513062,5,Amber,Incense,Guaiac Wood,,,,,,,,,,Jasmine,Violaciocca Flower  Gardenia,,,,,,,,,,
GUCCI,Guilty Pour Homme,200.2,EDT,Men,Floral,Patchouli and Virginia Cedar,African Orange Flower,1,1,0.21662034463590882,3,Patchouli,Virginia Cedar,,,,,,,,,,,African Orange Flower,,,,,,,,,,,
MONTBLANC,Legend,108.5,EDT,Men,Spicy,"Sandalwood, Tonka Bean","Coumarin, Oak Moss, Geranium, Rose, Apple, Dried Fruit",1,1,0.11467481934408005,9,Salwood,Sandalwood,Tonka Bean,,,,,,,,,,Coumarin,Oak Moss,Geranium,Rose,Apple,Dried Fruit,,,,,,
Miu Miu,miu miu,249.95,EDP,Women,Floral,Akigalawood,"Green Notes, Jasmine, Rose",0,2,0.27192884936075595,4,Akigalawood,,,,,,,,,,,,Green Notes,Jasmine,Rose,,,,,,,,,
Givenchy,L'Interdit,228.0,EDP,Women,Floral,"Vetiver, Patchouli, Ambroxan and Vanilla","Orange Blossom, Jasmine and Tuberose",0,2,0.24752640355753197,7,Vetiver,Patchouli,Ambroxan,Vanilla,,,,,,,,,Orange Blossom,Jasmine,Tuberose,,,,,,,,,
Estee Lauder,White Linen,197.5,EDP,Women,Oriental,"Vetiver, Sandalwood, Cedar, Amber, Benzoin, Tonka Bean, Honey, Oakmoss","Carnation, Iris, Jasmine, Hyacinth, Ylang-Ylang, Rose, Lily-Of-The-Valley, Violet, Lilac, Orchid, Orris",0,2,0.21361867704280157,20,Vetiver,Salwood,Sandalwood,Cedar,Amber,Benzoin,Tonka Bean,Honey,Oakmoss,,,,Carnation,Iris,Jasmine,Hyacinth,Ylang-Ylang,Rose,Lily-Of-The-Valley,Violet,Lilac,Orchid,Orris,
Estee Lauder,White Linen,214.0,EDP,Women,Arabian,"Vetiver, Sandalwood, Amber, Benzoin, Tonka Bean, Honey and Oakmoss","Carnation, Iris, Jasmine, Hyacinth, Ylang-Ylang, Rose, Lily-of-the-Valley, Violet, Lilac, Orchid and Orris",0,2,0.23196220122290162,19,Vetiver,Salwood,Sandalwood,Amber,Benzoin,Tonka Bean,Honey,Oakmoss,,,,,Carnation,Iris,Jasmine,Hyacinth,Ylang-Ylang,Rose,Lily-of-the-Valley,Violet,Lilac,Orchid,Orris,
Calvin Klein,CK One,105.0,EDT,Unisex,Citrus,"Sandalwood, Amber, Musk, Cedar And Oakmoss","Nutmeg, Violet, Orris Root, Jasmine, Lily Of The Valley And Rose",2,1,0.11078376876042247,10,Salwood,Sandalwood,Amber,Musk,Cedar  Oakmoss,,,,,,,,Nutmeg,Violet,Orris Root,Jasmine,Lily Of The Valley  Rose,,,,,,,
PACO RABANNE,Ultraviolet,148.65,EDP,Women,Floral,Madagascar Vanilla Absolute And Ambergris,Chinese Osmanthus And Indian Sambac Jasmine,0,2,0.15931072818232353,2,Madagascar Vanilla Absolute  Ambergris,,,,,,,,,,,,Chinese Osmanthus  Indian Sambac Jasmine,,,,,,,,,,,
Givenchy,Play Intense,259.9,EDT,Men,Spicy,"Vetyver,French Labdanum,Patchouli,Tonka Bean","Amyris,Pink Pepper,Coffee",1,1,0.2829905503057254,7,Vetyver,French Labdanum,Patchouli,Tonka Bean,,,,,,,,,Amyris,Pink Pepper,Coffee,,,,,,,,,
BURBERRY,Brit Sheer,123.95,EDT,Women,Fruity,White Musk And Blond Wood,"Pink Peony, Peach Blossom And Nashi, Floral Accent",0,1,0.13185102834908283,4,White Musk  Blond Wood,,,,,,,,,,,,Pink Peony,Peach Blossom  Nashi,Floral Accent,,,,,,,,,
ELIE SAAB,Girl Of Now,264.9,EDP,Women,Floral,"Patchouli, Cashmeran, Tonka Bean And Almond Milk","Range Blossom, Magnolia And Almond",0,2,0.2885491939966648,5,Patchouli,Cashmeran,Tonka Bean  Almond Milk,,,,,,,,,,Range Blossom,Magnolia  Almond,,,,,,,,,,
JAGUAR,Jaguar,59.7,EDT,Men,Aromatic,"Leather, Sandalwood, Tonka Bean, Amber, Patchouli, Musk, Oakmoss, Vanilla, Cedar, Tobacco, Fern","Cyclamen, Nutmeg, Carnation, Gardenia, Cinnamon, Jasmine, Caraway, Sage, Rose, Geranium, Fir",1,1,0.060422456920511396,23,Leather,Salwood,Sandalwood,Tonka Bean,Amber,Patchouli,Musk,Oakmoss,Vanilla,Cedar,Tobacco,Fern,Cyclamen,Nutmeg,Carnation,Gardenia,Cinnamon,Jasmine,Caraway,Sage,Rose,Geranium,Fir,
DORALL COLLECTION,Eternally Hot,8.0,EDT,Women,Woody,"Vanilla, Musk","Gardenia, Jasmine",0,1,0.002946081156197888,4,Vanilla,Musk,,,,,,,,,,,Gardenia,Jasmine,,,,,,,,,,
BOUCHERON,Place Vendome,187.0,EDP,Women,Floral,"Cedar, White Musk","Iris, Rose, Jasmine",0,2,0.2019455252918288,5,Cedar,White Musk,,,,,,,,,,,Iris,Rose,Jasmine,,,,,,,,,
CHANEL,Gabrielle,459.0,EDP,Women,Floral,Sandalwood and Musk,"Tuberose, Ylang-ylang, Jasmine and Orange blossom",0,2,0.5043357420789327,7,Salwood,Sandalwood,Musk,,,,,,,,,,Tuberose,Ylang-ylang,Jasmine,Orange blossom,,,,,,,,
HUGO BOSS,Ma Vie,125.0,EDP,Women,Floral,"Cedar, Woody Notes","Pink Freesia, Jasmine, Rose",0,2,0.1330183435241801,5,Cedar,Woody Notes,,,,,,,,,,,Pink Freesia,Jasmine,Rose,,,,,,,,,
Roberto Cavalli,Paradisio Azzuro,168.0,EDP,Women,Floral,"Amberwood, Cashmere Wood, Cypress, Sandalwood, Vanilla","Apple, Jasmine, Peach, Rose, Tuberose, Water Notes",0,2,0.18082267926625903,12,Amberwood,Cashmere Wood,Cypress,Salwood,Sandalwood,Vanilla,,,,,,,Apple,Jasmine,Peach,Rose,Tuberose,Water Notes,,,,,,
Dolce & Gabbana,The One,130.95,EDT,Men,Spicy,"Amber, Moss, Musk, Vanilla, Vetiver","Genisteae, Jasmine, Lily, Lily Of The Valley, Orange Tree Blossom, Ylang-Ylang",1,1,0.139633129516398,11,Amber,Moss,Musk,Vanilla,Vetiver,,,,,,,,Genisteae,Jasmine,Lily,Lily Of The Valley,Orange Tree Blossom,Ylang-Ylang,,,,,,
BENTLEY,Momentum Intense,144.0,EDP,Men,Woody,"Amber Wood, Sandalwood and White Musk","Geranium, Tonka Bean and Marine Ambergris",1,2,0.15414118954974987,7,Amber Wood,Salwood,Sandalwood,White Musk,,,,,,,,,Geranium,Tonka Bean,Marine Ambergris,,,,,,,,,
Guerlain,Mon Bloom Of Rose,272.0,EDT,Women,Floral,"Neroli, Rose",Sambac Jasmine,0,1,0.2964424680377988,3,Neroli,Rose,,,,,,,,,,,Sambac Jasmine,,,,,,,,,,,
KORLOFF,In White,116.0,EDT,Men,Citrus,"Cashmeran, Virginia Cedar, Musk and Tonka Bean","Lavender, African Orange Flower and Clary Sage",1,1,0.12301278488048917,7,Cashmeran,Virginia Cedar,Musk,Tonka Bean,,,,,,,,,Lavender,African Orange Flower,Clary Sage,,,,,,,,,
TESORI D´ORIENTE,Orchidea della Cina,38.95,EDT,Women,Floral,"Myrrh,Praline,Musk,Vanilla,Sandalwood","Orange Blossom,Tiare Flower,Jasmine,Orchid",0,1,0.03735408560311284,10,Myrrh,Praline,Musk,Vanilla,Salwood,Sandalwood,,,,,,,Orange Blossom,Tiare Flower,Jasmine,Orchid,,,,,,,,
S.T.Dupont,Passenger,106.15,EDP,Women,Fruity,"Iris, Vanilla, White Musk And Sandalwood","Cyclamen, Rose, Gardenia And White Peach",0,2,0.11206225680933854,7,Iris,Vanilla,White Musk  S,Sandalwood,,,,,,,,,Cyclamen,Rose,Gardenia  White Peach,,,,,,,,,
TRUSSARDI,Uomo,138.85,EDT,Men,Spicy,"Leather, Moss, Patchouli","Clary Sage, Violet",1,1,0.14841578654808227,5,Leather,Moss,Patchouli,,,,,,,,,,Clary Sage,Violet,,,,,,,,,,
DORALL COLLECTION,DC Marine Noir,9.7,EDT,Men,Floral,"Incense, Amber, Cedar, Vetiver, Patchouli, Musk","Water, Sage, Rosemary",1,1,0.004836020011117287,9,Incense,Amber,Cedar,Vetiver,Patchouli,Musk,,,,,,,Water,Sage,Rosemary,,,,,,,,,
BURBERRY,Body,142.0,EDP,Women,Woody,"Cashmere Wood, Musk, Amber and Vanille","Iris, Rose and Sandalwood",0,2,0.1519177320733741,8,Cashmere Wood,Musk,Amber,Vanille,,,,,,,,,Iris,Rose,Salwood,Sandalwood,,,,,,,,
Revlon,Charli Blue,44.0,EDT,Women,Woody,"Sandalwood, Oakmoss, Musk","Jasmine, Muguet, Rose, Ylang-ylang",0,1,0.042968315730961645,8,Salwood,Sandalwood,Oakmoss,Musk,,,,,,,,,Jasmine,Muguet,Rose,Ylang-ylang,,,,,,,,
HUGO BOSS,Hugo Man,99.5,EDT,Men,Fresh,"Patchouli, Fir and Cedar","Carnation, Sage, Geranium and Jasmine",1,1,0.10466926070038911,7,Patchouli,Fir,Cedar,,,,,,,,,,Carnation,Sage,Geranium,Jasmine,,,,,,,,
BENTLEY,Absolute,154.0,EDP,Men,Woody,"Moss, Agarwood, Amber, Atlas Cedar","Olibanum, Papyrus, Sandalwood",1,2,0.16525847693162868,8,Moss,Agarwood,Amber,Atlas Cedar,,,,,,,,,Olibanum,Papyrus,Salwood,Sandalwood,,,,,,,,
BURBERRY,Burberry Body,164.35,EDP,Women,Fruity,"Woody Cashmeran, Creamy Vanilla, Amber And Musk.","Natural Rose Absolute, Iris And Warm Sandalwood.",0,2,0.17676486937187327,6,Woody Cashmeran,Creamy Vanilla,Amber  Musk.,,,,,,,,,,Natural Rose Absolute,Iris  Warm S,alwood.,,,,,,,,,
Calvin Klein,Reveal,149.4,EDT,Men,Vanilla,"Haitian Vetiver, Vintage Vanilla And Golden Amber",Agave Nectar And Kiwano,1,1,0.16014452473596444,3,Haitian Vetiver,Vintage Vanilla  Golden Amber,,,,,,,,,,,Agave Nectar  Kiwano,,,,,,,,,,,
AZZARO,Chrome,135.0,EDT,Men,Citrus,"Sandalwood, Tonka Bean, Musk, Oakmoss, Cedar, Brazilian Rosewood and Cardamom","Rosemary, Pineapple, Neroli, Bergamot and Lemon",1,1,0.14413563090605894,13,Salwood,Sandalwood,Tonka Bean,Musk,Oakmoss,Cedar,Brazilian Rosewood,Cardamom,,,,,Rosemary,Pineapple,Neroli,Bergamot,Lemon,,,,,,,
Dunhill,Custom,89.85,EDT,Men,Floral,"Virginia Cedar, Incense",Pepper,1,1,0.09394107837687604,3,Virginia Cedar,Incense,,,,,,,,,,,Pepper,,,,,,,,,,,
DORALL COLLECTION,Super Cobra,8.8,EDT,Women,Floral,"Amber Milk, Mousse Australian, Sandalwood and Vanilla","Orange, Blossom Peach and Raspberry Leaf",0,1,0.0038354641467481946,8,Amber Milk,Mousse Australian,Salwood,Sandalwood,Vanilla,,,,,,,,Orange,Blossom Peach,Raspberry Leaf,,,,,,,,,
Lolita Lempicka,lolita,222.6,EDP,Women,Vanilla,"Musk,Praline,Tonka Beans,Vanilla,Vetiver","Amaryllis,Cherry,Iris,Licorice,Orris Root",0,2,0.2415230683713174,10,Musk,Praline,Tonka Beans,Vanilla,Vetiver,,,,,,,,Amaryllis,Cherry,Iris,Licorice,Orris Root,,,,,,,
RALPH LAUREN,Polo Blue,327.0,EDP,Men,Woody,Vetiver,Blue Orris Accord,1,2,0.35758754863813225,2,Vetiver,,,,,,,,,,,,Blue Orris Accord,,,,,,,,,,,
NARCISO RODRIGUEZ,Narciso Rodriguez For Her,108.75,EDT,Women,Woody,"Vetiver, Vanilla","Egyptian Musk, Amber",0,1,0.11495275152862702,4,Vetiver,Vanilla,,,,,,,,,,,Egyptian Musk,Amber,,,,,,,,,,
MINI COLLECTION,Eaudemoiselle No.1154,16.0,EDP,Unisex,Oriental,rose,cinnamon,2,2,0.011839911061700945,2,rose,,,,,,,,,,,,cinnamon,,,,,,,,,,,
CHOPARD,Happy Spirit,148.95,EDP,Women,Fruity,"Amber, Musk, Cashmere Wood","Honeysuckle, Osmanthus",0,2,0.15964424680377987,5,Amber,Musk,Cashmere Wood,,,,,,,,,,Honeysuckle,Osmanthus,,,,,,,,,,
Guerlain,Ideal,228.2,EDT,Men,Woody,"Leather, Cedar and Vetiver",Almond and Tonka Bean,1,1,0.24774874930516952,5,Leather,Cedar,Vetiver,,,,,,,,,,Almond,Tonka Bean,,,,,,,,,,
CHLOE,Chloe,188.85,EDP,Women,Floral,"Amber, Virginia Cedar","Rose, Lily-Of-The-Valley, Caribbean Magnolia",0,2,0.20400222345747637,5,Amber,Virginia Cedar,,,,,,,,,,,Rose,Lily-Of-The-Valley,Caribbean Magnolia,,,,,,,,,
